Dogecoin,Elon Musk
0,0.0
0,0.575
0.0,0.575
0.0,0.8022727272727272
0.0,0.8022727272727272
0.0,0.8022727272727272
0.0,0.8022727272727272
0.0,0.8022727272727272
0.0,0.8022727272727272
0.0,0.8022727272727272
0.0,0.9022727272727272
0.0,0.9022727272727272
0.0,1.1022727272727273
0.0,1.1022727272727273
0.0,1.1022727272727273
0.0,1.5022727272727274
0.0,1.5704545454545455
0.0,1.5704545454545455
0.0,1.5704545454545455
0.0,1.5704545454545455
0.0,1.5704545454545455
0.0,2.0704545454545453
0.0,2.0704545454545453
0.0,2.0704545454545453
0.0,2.0704545454545453
0.0,2.0704545454545453
0.0,2.0704545454545453
0.0,2.0704545454545453
0.0,2.870454545454545
0.0,2.870454545454545
0.0,3.670454545454545
0.0,3.670454545454545
0.0,4.070454545454545
0.0,5.070454545454545
0.0,5.070454545454545
0.0,5.670454545454545
0.0,6.070454545454545
0.0,6.6454545454545455
0.0,6.6454545454545455
0.0,6.6454545454545455
0.0,6.845454545454546
0.0,6.845454545454546
0.0,6.845454545454546
0.0,7.045454545454546
0.0,7.045454545454546
0.0,7.695454545454546
0.0,8.007575757575758
0.0,8.007575757575758
0.0,8.507575757575758
0.0,8.734848484848484
0.0,8.734848484848484
0.0,8.934848484848484
0.0,8.934848484848484
0.0,9.734848484848484
0.0,9.734848484848484
0.8,9.734848484848484
0.8,9.809848484848484
0.8,10.209848484848484
0.8,10.543181818181818
0.8,10.743181818181817
0.8,11.543181818181818
0.8,11.743181818181817
0.8,11.743181818181817
1.1,11.743181818181817
1.1,11.743181818181817
1.2000000000000002,11.743181818181817
1.2000000000000002,11.743181818181817
1.2000000000000002,11.843181818181817
1.2000000000000002,11.843181818181817
1.2000000000000002,12.643181818181818
1.2000000000000002,12.743181818181817
1.2000000000000002,13.543181818181818
1.2000000000000002,13.543181818181818
1.2000000000000002,13.543181818181818
1.1333333333333335,13.543181818181818
1.1333333333333335,13.543181818181818
1.1333333333333335,13.543181818181818
1.1333333333333335,13.468181818181819
1.1333333333333335,13.868181818181819
1.1333333333333335,13.868181818181819
1.1333333333333335,14.66818181818182
1.1333333333333335,14.66818181818182
1.1333333333333335,15.46818181818182
1.1333333333333335,16.26818181818182
1.1333333333333335,17.06818181818182
1.1333333333333335,17.06818181818182
1.1333333333333335,17.86818181818182
